#Event Number   e2s             e3s             
91874           0.0773674       0.0945046       
91924           0.0494167       0.13592         
91985           0.0936439       0.0524214       
92004           0.196738        0.146841        
92322           0.0660633       0.114061        
92434           0.0441507       0.0409075       
92489           0.0497943       0.0549656       
92508           0.0887981       0.178991        
92527           0.0295356       0.120798        
92639           0.0435375       0.0175705       
92781           0.0848724       0.0865829       
93056           0.0630324       0.0494575       
93138           0.0629145       0.149973        
93154           0.0518647       0.0171814       
93304           0.0418055       0.0189244       
93360           0.0896174       0.0939552       
93846           0.0756588       0.0503598       
93963           0.137163        0.14775         
94064           0.0738351       0.166737        
94086           0.111682        0.0279544       
94125           0.0199294       0.119119        
94278           0.110048        0.0889002       
94303           0.109618        0.0622591       
94306           0.100055        0.0431156       
94433           0.0363316       0.0697784       
94539           0.0512539       0.11697         
94597           0.0357411       0.084224        
94639           0.0546479       0.0983031       
94668           0.100722        0.0546852       
94685           0.120187        0.131541        
94811           0.0812599       0.0558209       
94887           0.13641         0.0779338       
94911           0.0411272       0.078476        
94960           0.0381133       0.115398        
95140           0.0577792       0.0366847       
95193           0.116387        0.131152        
95383           0.032704        0.114285        
95393           0.123576        0.181844        
95438           0.09452         0.0772967       
95547           0.0566315       0.0391128       
95628           0.122571        0.0906554       
95786           0.10398         0.0304153       
95808           0.0429436       0.0518122       
95836           0.0750657       0.0525557       
95882           0.0780013       0.0934016       
95936           0.0836253       0.0175233       
96060           0.0854243       0.0602395       
96128           0.0861616       0.108005        
96174           0.045519        0.0680354       
96305           0.0470502       0.0314263       
96354           0.0280809       0.0664584       
96550           0.0166559       0.0817266       
96569           0.107709        0.016111        
96682           0.0184187       0.0989881       
96727           0.162651        0.0239796       
96836           0.0933922       0.133795        
96926           0.159608        0.0748858       
97185           0.0712687       0.0888241       
97386           0.0879579       0.105872        
97502           0.11124         0.0475816       
97511           0.0625822       0.101668        
97640           0.082741        0.0290471       
97649           0.0758379       0.0500797       
97727           0.0356585       0.07664         
97782           0.0670255       0.0512325       
97810           0.131235        0.0392374       
98023           0.0418259       0.11204         
98117           0.0932883       0.0765962       
98477           0.148264        0.0762604       
98513           0.11848         0.13698         
98707           0.0478158       0.156683        
98710           0.114722        0.0777707       
98825           0.0507102       0.187768        
98914           0.0136221       0.127155        
98928           0.011744        0.107874        
98934           0.0347432       0.113563        
98966           0.0170272       0.0446661       
99137           0.086308        0.0425451       
99175           0.0354674       0.018358        
99396           0.020445        0.111653        
99443           0.0501434       0.114503        
99493           0.0466759       0.130197        
99555           0.106523        0.0593501       
99575           0.0501089       0.0479671       
99732           0.15023         0.0861602       
99780           0.0867535       0.0435532       
99878           0.0259467       0.148015        
99938           0.0426181       0.0623467       
99997           0.0199991       0.0821836       
